Prompt	Category	Challenge	Note	Decisions
A photo of a frog reading the newspaper named "Toaday" written on it. There is a frog printed on the newspaper too.	Animals	Perspective		ret,ret,ret,ret,ret
The frog found itself in the newspaper	Animals	Perspective		gen,gen,gen,gen,gen
A cat dreaming about becoming a tiger	Animals	Perspective		same,gen,ret,same,gen
A close-up of two chameleons wearing karate uniforms and fighting, jumping over a waterfall.	Animals	Perspective		same,gen,ret,ret,same
A close-up of two mantis wearing karate uniforms and fighting, jumping over a waterfall.	Animals	Perspective		gen,ret,gen,ret,gen
A close-up of two beetles wearing karate uniforms and fighting, jumping over a waterfall.	Animals	Perspective		same,ret,gen,gen,gen
A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.	Illustrations	Perspective		same,same,gen,gen,gen
A smiling sloth is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a shiny VW van with flowers painted on it. wide-angle lens from below.	World Knowledge	Perspective		gen,gen,ret,ret,gen
A smiling sloth wearing a leather jacket, bowtie, kilt and cowboy hat. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a rusty old VW van with flowers painted on it. wide-angle lens from below.	World Knowledge	Perspective		gen,gen,ret,gen,ret
view of a giraffe and a zebra in the middle of a field	Animals	Perspective		ret,same,ret,ret,ret
Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.	World Knowledge	Perspective		ret,same,same,same,ret
Ground view of the Great Pyramids and Sphinx on the moon's surface. The back of an astronaut is in the foreground. The planet Earth looms in the sky.	World Knowledge	Perspective		gen,gen,ret,ret,ret
Saturn rises on the horizon.	Outdoor Scenes	Perspective		ret,ret,ret,ret,gen
Mars rises on the horizon.	Outdoor Scenes	Perspective		gen,ret,ret,same,ret
Jupiter rises on the horizon.	Outdoor Scenes	Perspective		same,ret,gen,same,gen
a close-up of a blue dragonfly on a daffodil	Animals	Perspective		gen,ret,gen,ret,ret
long shards of a broken mirror reflecting the eyes of a great horned owl	Artifacts	Perspective		gen,same,gen,ret,gen
side view of a brown horse wearing a saddle. the number 55 is stamped in white on its rear flank.	Animals	Perspective		same,gen,ret,ret,gen
three quarters view of a rusty old red pickup truck with white doors and a smashed windshield	Vehicles	Perspective		same,gen,ret,same,gen
view from below of a tall white ladder with just one rung leaning up against a yellow brick wall	Artifacts	Perspective		gen,ret,same,gen,ret
a photo of the back of a covered wagon. a polar bear is sticking it's head out of the wagon.	Vehicles	Perspective		gen,ret,gen,ret,ret
a close up of a handpalm with leaves growing from it	People	Perspective	DALL-E 2	gen,ret,same,gen,same
a corgi’s head	Animals	Perspective		same,same,ret,same,same
An aerial view of Ha Long Bay	World Knowledge	Perspective		gen,same,ret,same,gen
a macro photograph of brain coral	Animals	Perspective	DALL-E	same,same,ret,same,ret
a cross-section view of a walnut	Produce & Plants	Perspective	DALL-E	ret,same,ret,ret,ret
an extreme close-up view of a capybara sitting in a field	Animals	Perspective	DALL-E	gen,gen,ret,gen,gen
an overhead view of the Empire State Building	World Knowledge	Perspective		gen,ret,ret,gen,same
a pig face	Animals	Perspective		gen,same,gen,gen,gen
a close-up of a bloody mary cocktail	Food & Beverage	Perspective		ret,ret,ret,gen,ret
a close-up of an old-fashioned cocktail	Food & Beverage	Perspective		same,ret,gen,gen,ret
a close-up of a long-island ice tea cocktail	Food & Beverage	Perspective		gen,same,same,gen,gen
a close-up of a margarita	Food & Beverage	Perspective		gen,gen,same,gen,gen
the back of a violin	Artifacts	Perspective		gen,ret,same,ret,same
view of a clock tower from above	Artifacts	Perspective		ret,gen,ret,ret,same
view of a clock tower from below	Artifacts	Perspective		ret,gen,gen,ret,same
an aerial photo of a carnival at night	Outdoor Scenes	Perspective		ret,gen,ret,ret,ret
an aerial photo of a baseball stadium	Outdoor Scenes	Perspective		gen,same,ret,same,ret
an aerial photo of a sandy island in the ocean	Outdoor Scenes	Perspective		gen,ret,ret,gen,gen
an ostrich's face	Animals	Perspective		gen,same,gen,same,ret
a close-up of an ostrich's face	Animals	Perspective		ret,ret,ret,gen,ret
the eyes of an owl	Animals	Perspective		ret,same,same,same,gen
a close-up of the eyes of an owl	Animals	Perspective		same,gen,gen,gen,ret
a top down view of a horse running in a field	Animals	Perspective		gen,same,ret,gen,ret
tall buildings seen through a window with rain on it	Outdoor Scenes	Perspective		gen,gen,gen,gen,ret
trees seen through a car window on a rainy day	Outdoor Scenes	Perspective		gen,same,gen,same,gen
a view of the Earth from the moon	Outdoor Scenes	Perspective		gen,ret,gen,same,ret
an image of the moons of the planet Jupiter	Outdoor Scenes	Perspective		gen,gen,ret,gen,ret
the eye of the planet Jupiter	Outdoor Scenes	Perspective		gen,gen,same,same,gen
a close-up of the eye of the planet Jupiter	Outdoor Scenes	Perspective		same,ret,same,gen,gen
an aerial view of the Great Wall	World Knowledge	Perspective		gen,same,gen,ret,gen
view of the Great Wall from its base	World Knowledge	Perspective		same,gen,gen,gen,gen
an overhead view of a pickup truck with boxes in its flatbed	Vehicles	Perspective		gen,gen,gen,same,gen
a close-up of the keys of a piano	Artifacts	Perspective		ret,ret,ret,ret,ret
an aerial view of the Great Pyramid	World Knowledge	Perspective		gen,gen,gen,gen,gen
a view of the Milllenium Wheel from the Thames	World Knowledge	Perspective		same,gen,ret,same,ret
overhead view of three people looking down at the street from the top of a tall building	People	Perspective		same,ret,gen,gen,same
two people facing each other	People	Perspective		ret,ret,ret,ret,ret
two people facing the viewer	People	Perspective		gen,gen,gen,ret,ret
a three quarters view of a man getting into a car	People	Perspective		same,same,gen,ret,gen
a stack of three red cubes with a blue sphere on the right and two green cones on the left	Illustrations	Properties & Positioning		gen,gen,gen,same,ret
A photo of a Persian Metal Engraving vase sitting to the left of a bunch of orange flowers.	World Knowledge	Properties & Positioning		same,ret,ret,ret,gen
A photo of a Japanese Porcelain Imari vase on the ground below a wooden chair.	World Knowledge	Properties & Positioning		ret,ret,ret,ret,ret
a pen-and-ink crosshatched drawing of a sphere with dark square on it	Illustrations	Properties & Positioning		gen,same,gen,ret,ret
a metallic blue sphere to the left of a yellow box made of felt	Illustrations	Properties & Positioning		gen,same,gen,ret,ret
a blue wooden pyramid on top of a red plastic box	Illustrations	Properties & Positioning		gen,gen,gen,gen,gen
concentric squares fading from yellow on the outside to deep orange on the inside	Illustrations	Properties & Positioning		ret,ret,ret,ret,ret
A green heart with shadow	Illustrations	Properties & Positioning	VQ-Diffusion	gen,gen,gen,ret,ret
a red cube on top of a blue cube	Illustrations	Properties & Positioning	GLIDE	same,ret,gen,ret,ret
a white flag with a red circle next to a solid blue flag	Artifacts	Properties & Positioning		gen,ret,gen,gen,ret
a red circle on top of a blue square	Illustrations	Properties & Positioning		same,ret,gen,gen,same
a yellow box to the right of a blue sphere	Illustrations	Properties & Positioning		ret,gen,gen,gen,gen
a red box to the right of a green sphere	Illustrations	Properties & Positioning		gen,ret,gen,gen,same
a red box next to a blue box	Illustrations	Properties & Positioning		ret,gen,gen,ret,ret
a red sphere on top of a yellow box	Illustrations	Properties & Positioning		gen,gen,ret,ret,gen
a large blue box with three small yellow boxes on it	Illustrations	Properties & Positioning		gen,gen,same,same,ret
several red lego blocks and one blue one	Artifacts	Properties & Positioning		ret,same,gen,gen,ret
a red block to the left of a blue pyramid	Illustrations	Properties & Positioning		ret,gen,ret,same,ret
three small yellow boxes on a large blue box	Illustrations	Properties & Positioning		ret,gen,gen,gen,gen
a black background with a large yellow circle	Illustrations	Properties & Positioning		same,ret,ret,ret,ret
a white background with a large blue circle	Illustrations	Properties & Positioning		same,gen,gen,same,ret
a black background with a large yellow square	Illustrations	Properties & Positioning		gen,same,ret,gen,ret
a white background with a large blue square	Illustrations	Properties & Positioning		ret,gen,gen,ret,gen
a black background with a large yellow circle and a small red square	Illustrations	Properties & Positioning		same,same,ret,gen,gen
a white background with a large blue circle and a small green square	Illustrations	Properties & Positioning		gen,gen,same,same,same
a large yellow triangle above a green square and red rectangle	Illustrations	Properties & Positioning		ret,ret,same,same,ret
two small circles to the left of a red triangle that is on a green rectangle	Illustrations	Properties & Positioning		same,ret,ret,ret,gen
a green pyramid in front of a blue box	Illustrations	Properties & Positioning		gen,same,gen,gen,gen
a large yellow sphere behind a small purple pyramid	Illustrations	Properties & Positioning		gen,ret,gen,ret,same
a metallic blue sphere to the left of a brown cardboard box	Illustrations	Properties & Positioning		gen,ret,gen,gen,ret
a yellow swirl next to a blue dashed line.	Illustrations	Properties & Positioning		ret,same,gen,gen,ret
a red swirl above a black dashed line.	Illustrations	Properties & Positioning		same,same,ret,same,ret
a green pepper to the left of a red pepper	Food & Beverage	Properties & Positioning		gen,ret,gen,ret,gen
a brown trash bin to the left of a blue recycling bin	Artifacts	Properties & Positioning		same,same,same,gen,gen
a circular brown trash bin in front of a brick wall	Artifacts	Properties & Positioning		gen,gen,gen,same,gen
ten red apples	Produce & Plants	Quantity		gen,ret,gen,gen,same
Four dragons surrounding a dinosaur	Animals	Quantity		gen,gen,ret,ret,gen
Four cats surrounding a dog	Animals	Quantity		gen,same,ret,ret,ret
two baseballs to the left of three tennis balls	Artifacts	Quantity		gen,ret,gen,same,same
a group of not more than five meerkats standing with the sun setting behind them	Animals	Quantity		gen,ret,ret,ret,gen
a basketball game between a team of four cats and a team of three dogs	Animals	Quantity		gen,ret,ret,ret,ret
the hands of a single person holding a basketball	People	Quantity		gen,same,ret,ret,ret
several people putting their hands on a basketball	People	Quantity		gen,gen,ret,gen,gen
a tiny football in front of three yellow tennis balls	Artifacts	Quantity		gen,ret,ret,ret,ret
two beat-up baseballs on either side of a yellow basketball	Artifacts	Quantity		ret,ret,ret,ret,gen
two baseballs next to three tennis balls	Artifacts	Quantity		gen,gen,same,gen,gen
7 dogs sitting around a poker table	Animals	Quantity	Description of "Dogs Playing Poker"	gen,same,ret,gen,gen
7 dogs sitting around a poker table, two of which are turning away.	Animals	Quantity	Description of "Dogs Playing Poker"	gen,gen,gen,ret,ret
300 movie titles	Artifacts	Quantity	Simple numbers but challenging	gen,same,ret,ret,ret
a collection of glasses	Artifacts	Quantity		gen,ret,ret,ret,gen
two chairs	Artifacts	Quantity		same,gen,same,ret,gen
three chairs	Artifacts	Quantity		ret,gen,gen,ret,gen
five chairs	Artifacts	Quantity		same,ret,ret,gen,gen
two wooden chairs and three metal chairs	Artifacts	Quantity		ret,same,gen,gen,ret
three black cats standing next to two orange cats	Animals	Quantity		ret,ret,gen,ret,ret
a bunch of laptops piled on a sofa	Indoor Scenes	Quantity		gen,ret,gen,gen,ret
four owls standing on a telephone wire	Animals	Quantity		ret,gen,gen,gen,gen
an owl family	Animals	Quantity		gen,gen,ret,gen,ret
a comic about an owl family in the forest	Artifacts	Quantity		same,gen,ret,ret,ret
two cats	Animals	Quantity		gen,ret,same,ret,gen
a comic about two cats doing research	Artifacts	Quantity		ret,ret,ret,gen,ret
three elephants standing on top of each other	Animals	Quantity		gen,ret,gen,gen,ret
two red boxes	Illustrations	Quantity		ret,ret,ret,gen,ret
two violins standing up	Artifacts	Quantity		gen,gen,gen,gen,gen
two violins standing up with their bows on the ground in front of them	Artifacts	Quantity		ret,gen,ret,ret,same
three violins lying on the floor	Indoor Scenes	Quantity		ret,ret,ret,ret,ret
three red lego blocks	Artifacts	Quantity		gen,gen,gen,same,gen
four teacups surounding a kettle	Artifacts	Quantity		same,gen,gen,gen,ret
three small yellow boxes	Illustrations	Quantity		ret,gen,ret,ret,gen
bottles	Artifacts	Quantity		ret,same,same,ret,ret
two frosted glass bottles	Artifacts	Quantity		gen,gen,gen,same,same
five frosted glass bottles	Artifacts	Quantity		ret,ret,same,ret,same
three green glass bottles	Artifacts	Quantity		same,ret,ret,gen,same
four green glass bottles	Artifacts	Quantity		ret,same,gen,ret,same
two wine bottles	Artifacts	Quantity		gen,gen,ret,gen,ret
three wine bottles	Artifacts	Quantity		same,same,gen,ret,gen
four wine bottles	Artifacts	Quantity		same,ret,ret,ret,ret
ten wine bottles	Artifacts	Quantity		gen,gen,gen,ret,gen
two wine bottles and three beer cans	Artifacts	Quantity		ret,gen,ret,ret,same
a pair of matching socks with cute cats on them	Artifacts	Quantity		same,same,ret,gen,gen
a pile of cash on a wooden table	Artifacts	Quantity		ret,gen,same,ret,ret
a pile of cash on a stone floor	Artifacts	Quantity		ret,gen,ret,gen,gen
two red balls	Artifacts	Quantity		ret,gen,gen,same,ret
two red balls on a table	Artifacts	Quantity		gen,same,same,gen,gen
five red balls	Artifacts	Quantity		gen,gen,gen,gen,gen
five red balls on a table	Artifacts	Quantity		gen,same,ret,gen,gen
three yellow balls and two red boxes on a table	Artifacts	Quantity		gen,ret,gen,gen,ret
an antique chest with three drawers	Artifacts	Quantity		same,ret,gen,same,ret
ten triangles and five squares on a black background	Illustrations	Quantity		same,same,gen,gen,ret
a pile of toy cars	Artifacts	Quantity		gen,ret,ret,ret,same
a full bookshelf with three shelves	Artifacts	Quantity		ret,ret,same,same,gen
a bookshelf with ten books stacked vertically	Artifacts	Quantity		same,gen,gen,same,gen
three airplanes parked in a row at a terminal	Vehicles	Quantity		ret,same,gen,same,ret
three green peppers	Food & Beverage	Quantity		same,gen,ret,gen,gen
five green peppers to the right of two red onions	Food & Beverage	Quantity		ret,ret,ret,gen,ret
Times Square with thousands of dogs running around	World Knowledge	Quantity		gen,ret,gen,ret,ret
three pickup trucks piled on top of each other	Vehicles	Quantity		same,ret,ret,gen,same
a pair of brown suede shoes	Artifacts	Quantity		ret,ret,same,gen,ret
two red flowers and three white flowers	Produce & Plants	Quantity		ret,ret,ret,ret,gen
two parallel chemtrails in blue sky	Outdoor Scenes	Quantity		ret,gen,ret,gen,ret
two chemtrails forming an X in blue sky	Outdoor Scenes	Quantity		gen,ret,gen,same,gen
a tennis court with three yellow cones on it	Outdoor Scenes	Quantity		ret,ret,same,gen,same
a tennis court with tennis balls scattered all over it	Outdoor Scenes	Quantity		gen,ret,ret,gen,gen
a ceiling fan with four white blades	Indoor Scenes	Quantity		ret,same,ret,ret,ret
a ceiling fan with five brown blades	Indoor Scenes	Quantity		ret,gen,ret,ret,same
two pianos next to each other	Indoor Scenes	Quantity		ret,ret,ret,gen,gen
a series of musical notes	Illustrations	Quantity		ret,ret,gen,gen,ret
a field with ten massive modern windmills	Outdoor Scenes	Quantity		same,same,same,gen,ret
two motorcycles facing each other	Vehicles	Quantity		ret,same,gen,ret,gen
children	People	Quantity		ret,ret,ret,ret,ret
one child on a couch	People	Quantity		ret,ret,ret,gen,ret
three children on a couch	People	Quantity		ret,same,gen,ret,gen
ten children on a couch	People	Quantity		ret,ret,gen,ret,same
a crowd of people watching fireworks	People	Quantity		gen,gen,gen,ret,gen
a parade with cars and people waving	People	Quantity		gen,same,same,ret,same
a family of four posing in front of a house	People	Quantity		same,gen,gen,same,ret
a family of four posing at the Grand Canyon	People	Quantity		ret,ret,same,ret,gen
a family of four posing at Mount Rushmore	People	Quantity		gen,gen,ret,ret,ret
a family of four posing on the moon	People	Quantity		gen,ret,ret,ret,ret
a family of four walking at the beach with waves covering their feet	People	Quantity		ret,same,ret,gen,gen
a jungle gym with three kids on it	People	Quantity		gen,ret,same,gen,ret
four people riding in a convertible car	People	Quantity		gen,ret,ret,gen,ret
two runners crossing the finish line together	People	Quantity		gen,same,ret,gen,ret
a four-piece band on a stage in front of a small crowd	People	Quantity		gen,ret,gen,ret,ret
two sets of identical twins	People	Quantity		same,same,ret,ret,same
Siberian husky playing the piano.	Animals	Simple Detail		gen,same,gen,ret,gen
A van parked on grass	Vehicles	Simple Detail		gen,same,gen,same,gen
a smiling sloth	Animals	Simple Detail		gen,ret,gen,ret,same
A shiny VW van parked on grass.	World Knowledge	Simple Detail		same,ret,same,gen,ret
a farm scene with cows, ducks and a tractor.	Outdoor Scenes	Simple Detail		gen,same,gen,gen,gen
a lavender backpack with a triceratops stuffed animal head on top	Artifacts	Simple Detail		gen,same,ret,ret,gen
a dolphin in an astronaut suit	Animals	Simple Detail	DALL-E 2	ret,gen,ret,gen,ret
a teddy bear on a skateboard	Artifacts	Simple Detail	DALL-E 2	gen,gen,same,gen,ret
A tiger is playing football	Animals	Simple Detail	CogView	ret,ret,ret,gen,gen
A Google map highlighting Vietnam	World Knowledge	Simple Detail		ret,ret,ret,ret,ret
A bowl of Chicken Pho	Food & Beverage	Simple Detail		gen,ret,gen,ret,gen
A bowl of Beef Pho	Food & Beverage	Simple Detail		gen,gen,same,same,ret
a lovestruck cup of boba	Food & Beverage	Simple Detail	DALL-E	same,ret,gen,gen,gen
a horse in a field of flowers	Outdoor Scenes	Simple Detail		ret,ret,gen,ret,ret
A green heart	Illustrations	Simple Detail		gen,ret,gen,ret,gen
The sunset on the beach is wonderful	Outdoor Scenes	Simple Detail	VQ-Diffusion	gen,ret,same,gen,same
A red bus is driving on the road	Vehicles	Simple Detail	VQ-Diffusion	ret,same,gen,ret,ret
A picture of a very tall stop sign	Outdoor Scenes	Simple Detail	VQ-Diffusion	ret,ret,gen,ret,gen
A movie poster of mountain and sea	Artifacts	Simple Detail	VQ-Diffusion	gen,same,ret,ret,gen
A giraffe walking through a green grass covered field	Animals	Simple Detail	VQ-Diffusion	gen,same,ret,same,same
A green train is coming down the tracks	Vehicles	Simple Detail	VQ-Diffusion	gen,gen,ret,gen,gen
A living area with a television and a table	Indoor Scenes	Simple Detail	VQ-Diffusion	same,gen,ret,same,ret
A red hydrant on the grass	Outdoor Scenes	Simple Detail	VQ-Diffusion	gen,ret,ret,same,gen
Sunset over the sea	Outdoor Scenes	Simple Detail	VQ-Diffusion	gen,gen,same,gen,ret
A small house in the wilderness	Outdoor Scenes	Simple Detail	VQ-Diffusion	same,same,gen,same,same
Sunset over the skyline of a city	Outdoor Scenes	Simple Detail	VQ-Diffusion	gen,gen,gen,gen,gen
A heart made of chocolate	Illustrations	Simple Detail	VQ-Diffusion	gen,ret,gen,gen,gen
A heart made of water	Illustrations	Simple Detail	VQ-Diffusion	same,same,same,gen,same
A heart made of wood	Illustrations	Simple Detail	VQ-Diffusion	ret,same,gen,gen,gen
A heart made of cookie	Illustrations	Simple Detail	VQ-Diffusion	same,gen,ret,gen,same
a white country home	Outdoor Scenes	Simple Detail		gen,ret,same,same,gen
robots meditating	Artifacts	Simple Detail		gen,ret,same,same,gen
a robot kicking a soccer ball	Artifacts	Simple Detail		gen,ret,same,ret,gen
a cat looking out of a window	Animals	Simple Detail		ret,ret,gen,ret,ret
a cat coming through a cat door	Animals	Simple Detail		ret,ret,ret,gen,gen
a cat jumping in the air	Animals	Simple Detail		gen,same,gen,gen,gen
a cat jumping in the air to catch a bird	Animals	Simple Detail		same,ret,same,gen,ret
a cat jumping in the air to get onto a table	Animals	Simple Detail		gen,same,ret,same,ret
a sunset behind the grand canyon	World Knowledge	Simple Detail	GLIDE	gen,gen,same,gen,ret
a boat in the canals of venice	World Knowledge	Simple Detail	GLIDE	gen,gen,gen,gen,ret
a large white yacht	Vehicles	Simple Detail		ret,ret,same,gen,gen
a panda eating bamboo	Animals	Simple Detail	GLIDE	gen,ret,same,ret,ret
a fog rolling into new york	World Knowledge	Simple Detail	GLIDE	same,ret,ret,ret,gen
a green clock	Artifacts	Simple Detail		gen,ret,ret,same,ret
a photo of a phone from the 20s	Artifacts	Simple Detail	DALL-E	same,same,ret,ret,ret
a photo of the food of china	Food & Beverage	Simple Detail	DALL-E	same,same,same,same,gen
a baby daikon radish	Produce & Plants	Simple Detail	DALL-E	gen,gen,gen,gen,ret
a very fancy French restaurant	Indoor Scenes	Simple Detail		same,gen,same,ret,same
a tiger standing by some flowers	Animals	Simple Detail		gen,gen,gen,gen,ret
a bench next to a flower pot	Artifacts	Simple Detail		same,gen,ret,gen,gen
a bird standing on a stick	Animals	Simple Detail		gen,gen,gen,gen,ret
a blue sports car on the road	Vehicles	Simple Detail		same,gen,ret,gen,gen
a red sports car on the road	Vehicles	Simple Detail		gen,ret,same,same,ret
a soccer ball flying over a car	Outdoor Scenes	Simple Detail		gen,ret,gen,gen,ret
the finale of a fireworks display	Outdoor Scenes	Simple Detail		same,same,gen,gen,ret
beautiful fireworks in the sky	Outdoor Scenes	Simple Detail		ret,same,gen,gen,ret
a subway train	Vehicles	Simple Detail		gen,ret,gen,gen,ret
a subway train coming out of a tunnel	Vehicles	Simple Detail		gen,gen,gen,gen,ret
orange jello	Food & Beverage	Simple Detail		gen,same,gen,gen,ret
a yellow t-shirt	Artifacts	Simple Detail		same,ret,ret,ret,ret
a blue t-shirt	Artifacts	Simple Detail		ret,same,gen,gen,ret
a flag furling in the wind	Artifacts	Simple Detail		gen,gen,same,ret,ret
a white towel	Artifacts	Simple Detail		ret,same,same,gen,same
a white towel with a cat on it	Artifacts	Simple Detail		ret,gen,gen,same,ret
a black towel	Artifacts	Simple Detail		ret,gen,same,gen,same
a black towel with a dog on it	Artifacts	Simple Detail		ret,ret,ret,ret,ret
a yellow wall	Artifacts	Simple Detail		same,same,ret,ret,ret
a friendly car in the city	Vehicles	Simple Detail		ret,ret,gen,ret,ret
an owl family in the forest	Animals	Simple Detail		same,same,ret,same,ret
a kangaroo jumping through the park	Animals	Simple Detail		ret,gen,same,gen,gen
a street in Paris	World Knowledge	Simple Detail		same,ret,gen,gen,gen
a canal in Venice	World Knowledge	Simple Detail		ret,gen,gen,gen,same
a small house	Outdoor Scenes	Simple Detail		ret,ret,same,ret,ret
a small house on a mountain top	Outdoor Scenes	Simple Detail		gen,same,same,gen,ret
the grand canyon on a cloudy day	World Knowledge	Simple Detail		gen,gen,gen,gen,same
a house on a mountain	Outdoor Scenes	Simple Detail		gen,gen,gen,gen,gen
a photograph of a house on a mountain	Outdoor Scenes	Simple Detail		ret,same,ret,ret,ret
a peaceful lakeside landscape	Outdoor Scenes	Simple Detail		ret,gen,gen,ret,ret
a cat reading a book	Animals	Simple Detail		gen,ret,ret,ret,same
a cat reading a newspaper	Animals	Simple Detail		gen,gen,gen,same,gen
a cat reading a comic book	Animals	Simple Detail		ret,gen,same,ret,ret
a horse reading a book	Animals	Simple Detail		gen,gen,ret,gen,gen
a horse reading a newspaper	Animals	Simple Detail		same,gen,gen,ret,same
a horse reading a comic book	Animals	Simple Detail		gen,gen,ret,gen,gen
a cat jumping down from a wall	Animals	Simple Detail		ret,ret,gen,ret,ret
a pumpkin with a candle in it	Produce & Plants	Simple Detail		gen,ret,ret,same,ret
a sword in a stone	Artifacts	Simple Detail		ret,gen,ret,gen,ret
an Egyptian statue	World Knowledge	Simple Detail		gen,ret,gen,ret,gen
an Egyptian statue in the desert	World Knowledge	Simple Detail		same,same,gen,gen,ret
a massive statue in a temple	Artifacts	Simple Detail		gen,ret,same,same,ret
a circular logo on a coffee mug	Illustrations	Simple Detail		same,gen,ret,ret,gen
a pig in a field	Animals	Simple Detail		ret,ret,ret,gen,gen
a horse in a field	Animals	Simple Detail		ret,gen,gen,same,same
a squirrel in a field	Animals	Simple Detail		ret,same,ret,gen,gen
a tiger in a field	Animals	Simple Detail		ret,ret,ret,gen,ret
a pig in a forest	Animals	Simple Detail		ret,ret,ret,ret,ret
a horse in a forest	Animals	Simple Detail		same,gen,same,same
a squirrel in a forest	Animals	Simple Detail		ret,ret,gen,gen,same
a tiger in a forest	Animals	Simple Detail		gen,ret,gen,gen,gen
a hammer on a table	Artifacts	Simple Detail		ret,ret,same,ret,ret
a screwdriver on a table	Artifacts	Simple Detail		gen,gen,gen,same,same
a handsaw on a table	Artifacts	Simple Detail		ret,ret,gen,same,same
a power drill on a table	Artifacts	Simple Detail		ret,same,same,ret,same
a bloody mary cocktail	Food & Beverage	Simple Detail		same,gen,ret,gen,gen
an old-fashioned cocktail	Food & Beverage	Simple Detail		same,gen,same,gen,same
a long-island ice tea cocktail	Food & Beverage	Simple Detail		same,gen,ret,gen,same
a tree surrounded by flowers	Produce & Plants	Simple Detail		same,same,ret,gen,ret
a street with several cars on it	Outdoor Scenes	Simple Detail		ret,gen,same,gen,same
an avocado on a table	Produce & Plants	Simple Detail		ret,same,gen,ret,gen
a kitchen with a large refrigerator	Indoor Scenes	Simple Detail		gen,ret,ret,gen,same
weeds in the cracks of a sidewalk	Artifacts	Simple Detail		ret,gen,ret,ret,ret
a wood treehouse in an oak tree	Artifacts	Simple Detail		gen,ret,same,gen,ret
a metal treehouse in an oak tree	Artifacts	Simple Detail		same,gen,ret,ret,same
a violin next to an apple	Artifacts	Simple Detail		ret,same,ret,gen,gen
a room with two chairs and a painting	Indoor Scenes	Simple Detail		same,gen,ret,gen,gen
a canal in Amsterdam	World Knowledge	Simple Detail		same,gen,ret,ret,ret
red apples on a tree with green leaves	Produce & Plants	Simple Detail		gen,same,ret,gen,same
a stop sign	Artifacts	Simple Detail		same,gen,ret,ret,gen
a yield sign	Artifacts	Simple Detail		gen,gen,ret,gen,same
a mountain with a cloud hanging over it	Outdoor Scenes	Simple Detail		ret,gen,gen,same,same
a bottle of red wine	Food & Beverage	Simple Detail		gen,gen,same,ret,ret
wine bottles	Food & Beverage	Simple Detail		same,gen,same,same,gen
the cover of a book about gardening	Illustrations	Simple Detail		ret,gen,gen,gen,same
a milk container on a table	Artifacts	Simple Detail		gen,gen,gen,same,gen
a milk container in a refrigerator	Artifacts	Simple Detail		ret,ret,gen,gen,same
a marine iguana crossing the street	Animals	Simple Detail		same,ret,gen,same,gen
cash on a stone floor	Artifacts	Simple Detail		gen,gen,ret,ret,gen
a half-peeled banana	Produce & Plants	Simple Detail		ret,same,gen,gen,ret
a black baseball hat	Artifacts	Simple Detail		gen,ret,gen,gen,gen
black hi-top sneakers	Artifacts	Simple Detail		ret,gen,same,ret,gen
a roast turkey on the table	Food & Beverage	Simple Detail		same,ret,ret,gen,ret
a plate with white rice topped by cooked vegetables	Food & Beverage	Simple Detail		gen,gen,ret,ret,gen
slices of avocado on a piece of toast	Food & Beverage	Simple Detail		same,ret,ret,ret,same
slices of mango on a piece of toast	Food & Beverage	Simple Detail		same,ret,same,ret,ret
a bamboo ladder	Artifacts	Simple Detail		gen,gen,gen,ret,gen
a cat jumps over a baby gate	Animals	Simple Detail		ret,ret,gen,same,gen
an ostrich standing on a couch	Animals	Simple Detail		gen,ret,same,same,ret
a taxi driving in the countryside	Vehicles	Simple Detail		same,gen,gen,gen,gen
a two lane road with a bright yellow line 	Outdoor Scenes	Simple Detail		gen,same,same,same,gen
a road ruined by an earthquake	Outdoor Scenes	Simple Detail		ret,gen,gen,same,ret
a volcano erupting near a small town	Outdoor Scenes	Simple Detail		ret,ret,gen,ret,gen
a volcano with lava pouring down its slopes	Outdoor Scenes	Simple Detail		ret,same,gen,gen,same
a horse running in a field	Animals	Simple Detail		same,gen,same,gen,ret
a robot cooking	Artifacts	Simple Detail		gen,gen,gen,ret,ret
a robot cooking in the kitchen	Indoor Scenes	Simple Detail		gen,same,gen,gen,gen
a compass next to a piece of fruit	Artifacts	Simple Detail		ret,same,same,ret,ret
the silhouette of an elephant	Animals	Simple Detail		ret,ret,ret,ret,gen
a tree growing through a fence	Produce & Plants	Simple Detail		gen,ret,ret,same,same
a butterfly kite stuck high in a tree	Produce & Plants	Simple Detail		gen,gen,same,gen,gen
a unicorn with a multicolored mane	Animals	Simple Detail		gen,gen,gen,ret,ret
a crown with a ruby in its center	Artifacts	Simple Detail		same,ret,gen,ret,ret
an ornate jewel-encrusted key	Artifacts	Simple Detail		gen,same,gen,gen,ret
a goat wearing headphones	Animals	Simple Detail		same,same,ret,gen,ret
a small tree covered in white blossoms	Produce & Plants	Simple Detail		gen,same,ret,gen,ret
an antique chest	Artifacts	Simple Detail		same,ret,ret,ret,ret
