Prompt	Category	Challenge	Note	Decisions
A cat dreaming about becoming a tiger	Animals	Perspective		ret,ret,gen,same,gen
A close-up of two chameleons wearing karate uniforms and fighting, jumping over a waterfall.	Animals	Perspective		gen,gen,gen,gen,same
A close-up of two mantis wearing karate uniforms and fighting, jumping over a waterfall.	Animals	Perspective		gen,gen,gen,gen,ret
A close-up of two beetles wearing karate uniforms and fighting, jumping over a waterfall.	Animals	Perspective		gen,gen,gen,ret,same
A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.	Illustrations	Perspective		same,ret,gen,gen,gen
A smiling sloth is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a shiny VW van with flowers painted on it. wide-angle lens from below.	World Knowledge	Perspective		ret,ret,same,ret,gen
A smiling sloth wearing a leather jacket, bowtie, kilt and cowboy hat. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a rusty old VW van with flowers painted on it. wide-angle lens from below.	World Knowledge	Perspective		ret,gen,gen,ret,gen
view of a giraffe and a zebra in the middle of a field	Animals	Perspective		gen,same,gen,same,gen
Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.	World Knowledge	Perspective		gen,same,same,gen,ret
Ground view of the Great Pyramids and Sphinx on the moon's surface. The back of an astronaut is in the foreground. The planet Earth looms in the sky.	World Knowledge	Perspective		ret,ret,gen,ret,ret
Saturn rises on the horizon.	Outdoor Scenes	Perspective		ret,ret,ret,same,ret
Mars rises on the horizon.	Outdoor Scenes	Perspective		gen,ret,ret,gen,gen
Jupiter rises on the horizon.	Outdoor Scenes	Perspective		gen,gen,gen,same,gen
a close-up of a blue dragonfly on a daffodil	Animals	Perspective		ret,gen,ret,gen,gen
long shards of a broken mirror reflecting the eyes of a great horned owl	Artifacts	Perspective		gen,same,gen,ret,gen
side view of a brown horse wearing a saddle. the number 55 is stamped in white on its rear flank.	Animals	Perspective		same,ret,ret,gen,gen
three quarters view of a rusty old red pickup truck with white doors and a smashed windshield	Vehicles	Perspective		gen,ret,ret,same,gen
view from below of a tall white ladder with just one rung leaning up against a yellow brick wall	Artifacts	Perspective		ret,gen,gen,ret,ret
a photo of the back of a covered wagon. a polar bear is sticking it's head out of the wagon.	Vehicles	Perspective		gen,gen,ret,gen,ret
a close up of a handpalm with leaves growing from it	People	Perspective	DALL-E 2	ret,ret,gen,gen,same
a corgi’s head	Animals	Perspective		same,same,gen,same,same
An aerial view of Ha Long Bay	World Knowledge	Perspective		ret,same,ret,gen,ret
a macro photograph of brain coral	Animals	Perspective	DALL-E	ret,same,ret,same,gen
a cross-section view of a walnut	Produce & Plants	Perspective	DALL-E	ret,ret,ret,ret,gen
an extreme close-up view of a capybara sitting in a field	Animals	Perspective	DALL-E	ret,gen,gen,gen,gen
an overhead view of the Empire State Building	World Knowledge	Perspective		gen,gen,same,ret,ret
a pig face	Animals	Perspective		same,same,same,same,gen
a close-up of a bloody mary cocktail	Food & Beverage	Perspective		ret,ret,ret,ret,ret
a close-up of an old-fashioned cocktail	Food & Beverage	Perspective		same,gen,ret,gen,gen
a close-up of a long-island ice tea cocktail	Food & Beverage	Perspective		ret,gen,gen,same,gen
a close-up of a margarita	Food & Beverage	Perspective		ret,gen,gen,ret,gen
the back of a violin	Artifacts	Perspective		gen,ret,same,same,same
view of a clock tower from above	Artifacts	Perspective		same,gen,ret,ret,same
view of a clock tower from below	Artifacts	Perspective		ret,gen,gen,gen,same
an aerial photo of a carnival at night	Outdoor Scenes	Perspective		gen,gen,same,gen,ret
an aerial photo of a baseball stadium	Outdoor Scenes	Perspective		same,same,ret,same,ret
an aerial photo of a sandy island in the ocean	Outdoor Scenes	Perspective		ret,gen,ret,ret,gen
an ostrich's face	Animals	Perspective		gen,same,gen,same,gen
a close-up of an ostrich's face	Animals	Perspective		ret,same,gen,gen,ret
the eyes of an owl	Animals	Perspective		gen,gen,same,same,same
a close-up of the eyes of an owl	Animals	Perspective		gen,gen,same,ret,gen
a top down view of a horse running in a field	Animals	Perspective		gen,gen,ret,same,gen
tall buildings seen through a window with rain on it	Outdoor Scenes	Perspective		gen,ret,gen,gen,ret
trees seen through a car window on a rainy day	Outdoor Scenes	Perspective		ret,gen,ret,same,gen
a view of the Earth from the moon	Outdoor Scenes	Perspective		gen,gen,gen,gen,same
an image of the moons of the planet Jupiter	Outdoor Scenes	Perspective		ret,same,ret,gen,ret
the eye of the planet Jupiter	Outdoor Scenes	Perspective		gen,gen,gen,ret,gen
a close-up of the eye of the planet Jupiter	Outdoor Scenes	Perspective		same,gen,same,gen,ret
an aerial view of the Great Wall	World Knowledge	Perspective		gen,same,gen,same,gen
view of the Great Wall from its base	World Knowledge	Perspective		same,gen,gen,ret,ret
an overhead view of a pickup truck with boxes in its flatbed	Vehicles	Perspective		same,gen,gen,same,gen
a close-up of the keys of a piano	Artifacts	Perspective		ret,ret,gen,ret,ret
an aerial view of the Great Pyramid	World Knowledge	Perspective		same,gen,gen,ret,same
a view of the Milllenium Wheel from the Thames	World Knowledge	Perspective		gen,ret,same,same,gen
overhead view of three people looking down at the street from the top of a tall building	People	Perspective		gen,ret,ret,ret,ret
two people facing each other	People	Perspective		ret,ret,ret,ret,ret
two people facing the viewer	People	Perspective		ret,gen,same,ret,gen
a three quarters view of a man getting into a car	People	Perspective		same,ret,gen,same,ret
a stack of three red cubes with a blue sphere on the right and two green cones on the left	Illustrations	Properties & Positioning		gen,gen,gen,same,gen
A photo of a Persian Metal Engraving vase sitting to the left of a bunch of orange flowers.	World Knowledge	Properties & Positioning		same,ret,ret,gen,ret
A photo of a Japanese Porcelain Imari vase on the ground below a wooden chair.	World Knowledge	Properties & Positioning		ret,gen,same,same,ret
a pen-and-ink crosshatched drawing of a sphere with dark square on it	Illustrations	Properties & Positioning		ret,gen,ret,same,ret
a metallic blue sphere to the left of a yellow box made of felt	Illustrations	Properties & Positioning		gen,same,gen,same,ret
a blue wooden pyramid on top of a red plastic box	Illustrations	Properties & Positioning		gen,gen,gen,ret,same
concentric squares fading from yellow on the outside to deep orange on the inside	Illustrations	Properties & Positioning		ret,ret,same,ret,ret
A green heart with shadow	Illustrations	Properties & Positioning	VQ-Diffusion	same,ret,ret,ret,ret
a red cube on top of a blue cube	Illustrations	Properties & Positioning	GLIDE	gen,gen,gen,ret,same
a white flag with a red circle next to a solid blue flag	Artifacts	Properties & Positioning		ret,ret,gen,ret,same
a red circle on top of a blue square	Illustrations	Properties & Positioning		ret,ret,gen,gen,gen
a yellow box to the right of a blue sphere	Illustrations	Properties & Positioning		ret,gen,gen,ret,gen
a red box to the right of a green sphere	Illustrations	Properties & Positioning		gen,gen,gen,gen,gen
a red box next to a blue box	Illustrations	Properties & Positioning		gen,ret,same,ret,gen
a red sphere on top of a yellow box	Illustrations	Properties & Positioning		ret,same,gen,ret,ret
a large blue box with three small yellow boxes on it	Illustrations	Properties & Positioning		ret,gen,same,gen,gen
several red lego blocks and one blue one	Artifacts	Properties & Positioning		same,same,gen,gen,ret
a red block to the left of a blue pyramid	Illustrations	Properties & Positioning		ret,gen,gen,gen,ret
three small yellow boxes on a large blue box	Illustrations	Properties & Positioning		gen,gen,gen,same,same
a black background with a large yellow circle	Illustrations	Properties & Positioning		gen,gen,ret,gen,ret
a white background with a large blue circle	Illustrations	Properties & Positioning		ret,gen,gen,ret,ret
a black background with a large yellow square	Illustrations	Properties & Positioning		ret,ret,gen,gen,ret
a white background with a large blue square	Illustrations	Properties & Positioning		ret,ret,same,ret,gen
a black background with a large yellow circle and a small red square	Illustrations	Properties & Positioning		ret,ret,ret,ret,ret
a white background with a large blue circle and a small green square	Illustrations	Properties & Positioning		gen,same,same,gen,ret
a large yellow triangle above a green square and red rectangle	Illustrations	Properties & Positioning		gen,ret,gen,gen,ret
two small circles to the left of a red triangle that is on a green rectangle	Illustrations	Properties & Positioning		gen,gen,ret,ret,ret
a green pyramid in front of a blue box	Illustrations	Properties & Positioning		ret,gen,gen,same,gen
a large yellow sphere behind a small purple pyramid	Illustrations	Properties & Positioning		ret,gen,gen,gen,gen
a metallic blue sphere to the left of a brown cardboard box	Illustrations	Properties & Positioning		gen,gen,gen,ret,gen
a yellow swirl next to a blue dashed line.	Illustrations	Properties & Positioning		ret,same,gen,gen,same
a red swirl above a black dashed line.	Illustrations	Properties & Positioning		gen,ret,gen,gen,ret
a green pepper to the left of a red pepper	Food & Beverage	Properties & Positioning		ret,ret,gen,gen,ret
a brown trash bin to the left of a blue recycling bin	Artifacts	Properties & Positioning		same,ret,same,same,gen
a circular brown trash bin in front of a brick wall	Artifacts	Properties & Positioning		gen,ret,ret,same,gen
ten red apples	Produce & Plants	Quantity		gen,gen,same,gen,ret
Four dragons surrounding a dinosaur	Animals	Quantity		gen,gen,ret,ret,same
Four cats surrounding a dog	Animals	Quantity		ret,gen,ret,ret,ret
two baseballs to the left of three tennis balls	Artifacts	Quantity		gen,gen,gen,gen,same
a group of not more than five meerkats standing with the sun setting behind them	Animals	Quantity		gen,gen,gen,gen,gen
a basketball game between a team of four cats and a team of three dogs	Animals	Quantity		ret,gen,gen,gen,same
the hands of a single person holding a basketball	People	Quantity		gen,same,gen,ret,same
several people putting their hands on a basketball	People	Quantity		same,ret,gen,ret,gen
a tiny football in front of three yellow tennis balls	Artifacts	Quantity		gen,ret,same,ret,ret
two beat-up baseballs on either side of a yellow basketball	Artifacts	Quantity		ret,gen,gen,gen,gen
two baseballs next to three tennis balls	Artifacts	Quantity		ret,ret,same,gen,same
7 dogs sitting around a poker table	Animals	Quantity	Description of "Dogs Playing Poker"	gen,ret,ret,ret,ret
7 dogs sitting around a poker table, two of which are turning away.	Animals	Quantity	Description of "Dogs Playing Poker"	gen,gen,gen,ret,ret
300 movie titles	Artifacts	Quantity	Simple numbers but challenging	same,ret,ret,ret,ret
a collection of glasses	Artifacts	Quantity		gen,gen,ret,gen,gen
two chairs	Artifacts	Quantity		gen,ret,same,gen,gen
three chairs	Artifacts	Quantity		same,gen,gen,gen,same
five chairs	Artifacts	Quantity		same,gen,gen,gen,gen
two wooden chairs and three metal chairs	Artifacts	Quantity		gen,same,ret,gen,gen
three black cats standing next to two orange cats	Animals	Quantity		gen,ret,ret,gen,gen
a bunch of laptops piled on a sofa	Indoor Scenes	Quantity		ret,gen,gen,gen,ret
four owls standing on a telephone wire	Animals	Quantity		gen,gen,gen,ret,ret
an owl family	Animals	Quantity		gen,same,ret,same,ret
a comic about an owl family in the forest	Artifacts	Quantity		same,gen,gen,gen,gen
two cats	Animals	Quantity		gen,gen,same,gen,gen
a comic about two cats doing research	Artifacts	Quantity		gen,ret,gen,gen,gen
three elephants standing on top of each other	Animals	Quantity		gen,gen,gen,gen,gen
two red boxes	Illustrations	Quantity		gen,gen,gen,gen,gen
two violins standing up	Artifacts	Quantity		gen,gen,ret,gen,same
two violins standing up with their bows on the ground in front of them	Artifacts	Quantity		gen,gen,gen,gen,ret
three violins lying on the floor	Indoor Scenes	Quantity		gen,gen,same,gen,same
three red lego blocks	Artifacts	Quantity		gen,ret,gen,same,gen
four teacups surounding a kettle	Artifacts	Quantity		gen,gen,ret,gen,gen
three small yellow boxes	Illustrations	Quantity		gen,ret,same,gen,ret
bottles	Artifacts	Quantity		same,same,ret,ret,same
two frosted glass bottles	Artifacts	Quantity		gen,ret,gen,same,gen
five frosted glass bottles	Artifacts	Quantity		ret,ret,same,same,gen
three green glass bottles	Artifacts	Quantity		ret,gen,gen,gen,ret
four green glass bottles	Artifacts	Quantity		ret,ret,ret,ret,ret
two wine bottles	Artifacts	Quantity		gen,gen,same,gen,gen
three wine bottles	Artifacts	Quantity		same,same,gen,ret,gen
four wine bottles	Artifacts	Quantity		same,ret,ret,ret,ret
ten wine bottles	Artifacts	Quantity		gen,gen,gen,ret,same
two wine bottles and three beer cans	Artifacts	Quantity		gen,gen,same,gen,gen
a pair of matching socks with cute cats on them	Artifacts	Quantity		same,same,gen,ret,gen
a pile of cash on a wooden table	Artifacts	Quantity		gen,gen,same,gen,ret
a pile of cash on a stone floor	Artifacts	Quantity		ret,gen,ret,ret,ret
two red balls	Artifacts	Quantity		ret,same,ret,same,ret
two red balls on a table	Artifacts	Quantity		gen,same,same,ret,ret
five red balls	Artifacts	Quantity		gen,gen,same,gen,gen
five red balls on a table	Artifacts	Quantity		gen,same,ret,gen,gen
three yellow balls and two red boxes on a table	Artifacts	Quantity		gen,ret,gen,gen,gen
an antique chest with three drawers	Artifacts	Quantity		gen,ret,ret,same,gen
ten triangles and five squares on a black background	Illustrations	Quantity		same,gen,ret,gen,same
a pile of toy cars	Artifacts	Quantity		ret,ret,ret,ret,ret
a full bookshelf with three shelves	Artifacts	Quantity		ret,gen,gen,gen,gen
a bookshelf with ten books stacked vertically	Artifacts	Quantity		ret,ret,ret,gen,same
three airplanes parked in a row at a terminal	Vehicles	Quantity		same,same,gen,ret,ret
three green peppers	Food & Beverage	Quantity		same,same,ret,ret,ret
five green peppers to the right of two red onions	Food & Beverage	Quantity		ret,same,gen,gen,ret
Times Square with thousands of dogs running around	World Knowledge	Quantity		gen,ret,gen,ret,gen
three pickup trucks piled on top of each other	Vehicles	Quantity		ret,ret,same,ret,ret
a pair of brown suede shoes	Artifacts	Quantity		gen,gen,same,gen,ret
two red flowers and three white flowers	Produce & Plants	Quantity		ret,ret,ret,ret,same
two parallel chemtrails in blue sky	Outdoor Scenes	Quantity		gen,ret,same,ret,same
two chemtrails forming an X in blue sky	Outdoor Scenes	Quantity		ret,ret,gen,same,ret
a tennis court with three yellow cones on it	Outdoor Scenes	Quantity		gen,gen,ret,gen,gen
a tennis court with tennis balls scattered all over it	Outdoor Scenes	Quantity		gen,gen,ret,ret,gen
a ceiling fan with four white blades	Indoor Scenes	Quantity		ret,same,ret,gen,same
a ceiling fan with five brown blades	Indoor Scenes	Quantity		gen,ret,ret,gen,same
two pianos next to each other	Indoor Scenes	Quantity		ret,gen,ret,gen,gen
a series of musical notes	Illustrations	Quantity		ret,ret,gen,ret,ret
a field with ten massive modern windmills	Outdoor Scenes	Quantity		same,same,same,gen,ret
two motorcycles facing each other	Vehicles	Quantity		ret,ret,ret,same,ret
children	People	Quantity		gen,same,same,gen,same
one child on a couch	People	Quantity		same,gen,same,ret,ret
three children on a couch	People	Quantity		same,same,gen,ret,ret
ten children on a couch	People	Quantity		ret,gen,gen,same,gen
a crowd of people watching fireworks	People	Quantity		gen,gen,gen,ret,gen
a parade with cars and people waving	People	Quantity		gen,gen,gen,ret,gen
a family of four posing in front of a house	People	Quantity		gen,gen,ret,gen,ret
a family of four posing at the Grand Canyon	People	Quantity		ret,gen,ret,same,same
a family of four posing at Mount Rushmore	People	Quantity		gen,gen,ret,ret,gen
a family of four posing on the moon	People	Quantity		gen,same,ret,ret,gen
a family of four walking at the beach with waves covering their feet	People	Quantity		ret,same,ret,ret,ret
a jungle gym with three kids on it	People	Quantity		same,same,ret,ret,gen
four people riding in a convertible car	People	Quantity		same,ret,same,ret,ret
two runners crossing the finish line together	People	Quantity		gen,gen,gen,same,gen
a four-piece band on a stage in front of a small crowd	People	Quantity		gen,ret,gen,gen,ret
two sets of identical twins	People	Quantity		ret,same,ret,ret,same
Siberian husky playing the piano.	Animals	Simple Detail		ret,gen,same,gen,ret
A van parked on grass	Vehicles	Simple Detail		gen,ret,gen,ret,gen
a smiling sloth	Animals	Simple Detail		ret,ret,ret,gen,same
A shiny VW van parked on grass.	World Knowledge	Simple Detail		same,ret,ret,gen,gen
a farm scene with cows, ducks and a tractor.	Outdoor Scenes	Simple Detail		ret,gen,gen,gen,gen
a lavender backpack with a triceratops stuffed animal head on top	Artifacts	Simple Detail		ret,gen,gen,gen,gen
a dolphin in an astronaut suit	Animals	Simple Detail	DALL-E 2	same,ret,ret,ret,same
a teddy bear on a skateboard	Artifacts	Simple Detail	DALL-E 2	gen,gen,gen,gen,gen
A tiger is playing football	Animals	Simple Detail	CogView	gen,gen,gen,ret,gen
A Google map highlighting Vietnam	World Knowledge	Simple Detail		ret,ret,gen,ret,ret
A bowl of Chicken Pho	Food & Beverage	Simple Detail		ret,gen,ret,gen,gen
A bowl of Beef Pho	Food & Beverage	Simple Detail		same,ret,ret,same,same
a lovestruck cup of boba	Food & Beverage	Simple Detail	DALL-E	gen,gen,gen,gen,gen
a horse in a field of flowers	Outdoor Scenes	Simple Detail		same,same,same,ret,ret
A green heart	Illustrations	Simple Detail		ret,ret,ret,ret,same
The sunset on the beach is wonderful	Outdoor Scenes	Simple Detail	VQ-Diffusion	ret,ret,same,ret,same
A red bus is driving on the road	Vehicles	Simple Detail	VQ-Diffusion	gen,same,same,ret,ret
A picture of a very tall stop sign	Outdoor Scenes	Simple Detail	VQ-Diffusion	gen,gen,gen,ret,gen
A movie poster of mountain and sea	Artifacts	Simple Detail	VQ-Diffusion	gen,gen,gen,same,gen
A giraffe walking through a green grass covered field	Animals	Simple Detail	VQ-Diffusion	ret,gen,gen,gen,same
A green train is coming down the tracks	Vehicles	Simple Detail	VQ-Diffusion	gen,gen,gen,ret,gen
A living area with a television and a table	Indoor Scenes	Simple Detail	VQ-Diffusion	same,gen,gen,same,ret
A red hydrant on the grass	Outdoor Scenes	Simple Detail	VQ-Diffusion	ret,ret,gen,same,same
Sunset over the sea	Outdoor Scenes	Simple Detail	VQ-Diffusion	ret,gen,same,gen,gen
A small house in the wilderness	Outdoor Scenes	Simple Detail	VQ-Diffusion	same,same,ret,same,same
Sunset over the skyline of a city	Outdoor Scenes	Simple Detail	VQ-Diffusion	ret,gen,same,same,same
A heart made of chocolate	Illustrations	Simple Detail	VQ-Diffusion	same,gen,ret,gen,ret
A heart made of water	Illustrations	Simple Detail	VQ-Diffusion	gen,same,same,gen,ret
A heart made of wood	Illustrations	Simple Detail	VQ-Diffusion	gen,gen,gen,gen,gen
A heart made of cookie	Illustrations	Simple Detail	VQ-Diffusion	same,same,ret,ret,same
a white country home	Outdoor Scenes	Simple Detail		gen,gen,ret,ret,gen
robots meditating	Artifacts	Simple Detail		same,gen,gen,same,ret
a robot kicking a soccer ball	Artifacts	Simple Detail		gen,gen,same,ret,ret
a cat looking out of a window	Animals	Simple Detail		ret,ret,gen,ret,ret
a cat coming through a cat door	Animals	Simple Detail		gen,gen,gen,gen,gen
a cat jumping in the air	Animals	Simple Detail		gen,same,ret,gen,gen
a cat jumping in the air to catch a bird	Animals	Simple Detail		gen,ret,gen,gen,ret
a cat jumping in the air to get onto a table	Animals	Simple Detail		gen,ret,ret,gen,gen
a sunset behind the grand canyon	World Knowledge	Simple Detail	GLIDE	gen,gen,gen,ret,gen
a boat in the canals of venice	World Knowledge	Simple Detail	GLIDE	gen,ret,ret,ret,gen
a large white yacht	Vehicles	Simple Detail		same,ret,ret,ret,gen
a panda eating bamboo	Animals	Simple Detail	GLIDE	gen,gen,same,ret,ret
a fog rolling into new york	World Knowledge	Simple Detail	GLIDE	ret,ret,gen,ret,gen
a green clock	Artifacts	Simple Detail		gen,same,gen,ret,gen
a photo of a phone from the 20s	Artifacts	Simple Detail	DALL-E	same,same,gen,gen,ret
a photo of the food of china	Food & Beverage	Simple Detail	DALL-E	gen,ret,ret,ret,gen
a baby daikon radish	Produce & Plants	Simple Detail	DALL-E	gen,gen,gen,same,ret
a very fancy French restaurant	Indoor Scenes	Simple Detail		same,ret,same,ret,same
a tiger standing by some flowers	Animals	Simple Detail		gen,gen,gen,gen,gen
a bench next to a flower pot	Artifacts	Simple Detail		gen,gen,ret,gen,gen
a bird standing on a stick	Animals	Simple Detail		ret,gen,gen,gen,same
a blue sports car on the road	Vehicles	Simple Detail		same,same,gen,same,gen
a red sports car on the road	Vehicles	Simple Detail		gen,ret,same,same,gen
a soccer ball flying over a car	Outdoor Scenes	Simple Detail		gen,ret,gen,ret,same
the finale of a fireworks display	Outdoor Scenes	Simple Detail		gen,gen,gen,same,ret
beautiful fireworks in the sky	Outdoor Scenes	Simple Detail		gen,gen,gen,ret,gen
a subway train	Vehicles	Simple Detail		gen,ret,ret,ret,ret
a subway train coming out of a tunnel	Vehicles	Simple Detail		ret,ret,gen,gen,ret
orange jello	Food & Beverage	Simple Detail		same,ret,gen,ret,same
a yellow t-shirt	Artifacts	Simple Detail		same,gen,gen,gen,same
a blue t-shirt	Artifacts	Simple Detail		gen,same,gen,ret,same
a flag furling in the wind	Artifacts	Simple Detail		same,gen,same,same,ret
a white towel	Artifacts	Simple Detail		ret,same,same,ret,ret
a white towel with a cat on it	Artifacts	Simple Detail		gen,gen,ret,same,gen
a black towel	Artifacts	Simple Detail		gen,gen,gen,ret,same
a black towel with a dog on it	Artifacts	Simple Detail		gen,ret,gen,gen,ret
a yellow wall	Artifacts	Simple Detail		ret,ret,ret,ret,gen
a friendly car in the city	Vehicles	Simple Detail		ret,gen,gen,ret,ret
an owl family in the forest	Animals	Simple Detail		gen,same,ret,same,same
a kangaroo jumping through the park	Animals	Simple Detail		gen,gen,same,gen,ret
a street in Paris	World Knowledge	Simple Detail		gen,ret,gen,gen,ret
a canal in Venice	World Knowledge	Simple Detail		ret,gen,ret,ret,gen
a small house	Outdoor Scenes	Simple Detail		ret,gen,same,ret,ret
a small house on a mountain top	Outdoor Scenes	Simple Detail		ret,gen,same,ret,gen
the grand canyon on a cloudy day	World Knowledge	Simple Detail		gen,gen,gen,ret,ret
a house on a mountain	Outdoor Scenes	Simple Detail		gen,gen,gen,gen,gen
a photograph of a house on a mountain	Outdoor Scenes	Simple Detail		gen,same,same,same,gen
a peaceful lakeside landscape	Outdoor Scenes	Simple Detail		gen,ret,ret,same,gen
a cat reading a book	Animals	Simple Detail		gen,ret,gen,gen,gen
a cat reading a newspaper	Animals	Simple Detail		ret,ret,ret,same,gen
a cat reading a comic book	Animals	Simple Detail		gen,gen,same,gen,ret
a horse reading a book	Animals	Simple Detail		same,same,ret,same,gen
a horse reading a newspaper	Animals	Simple Detail		gen,ret,gen,ret,gen
a horse reading a comic book	Animals	Simple Detail		gen,ret,ret,ret,ret
a cat jumping down from a wall	Animals	Simple Detail		ret,ret,gen,ret,ret
a pumpkin with a candle in it	Produce & Plants	Simple Detail		same,gen,gen,gen,same
a sword in a stone	Artifacts	Simple Detail		ret,same,ret,gen,ret
an Egyptian statue	World Knowledge	Simple Detail		same,gen,gen,gen,gen
an Egyptian statue in the desert	World Knowledge	Simple Detail		same,gen,ret,gen,gen
a massive statue in a temple	Artifacts	Simple Detail		ret,gen,gen,gen,ret
a circular logo on a coffee mug	Illustrations	Simple Detail		same,ret,same,same,gen
a pig in a field	Animals	Simple Detail		ret,same,gen,gen,gen
a horse in a field	Animals	Simple Detail		gen,gen,same,same,same
a squirrel in a field	Animals	Simple Detail		gen,same,gen,gen,ret
a tiger in a field	Animals	Simple Detail		same,gen,gen,gen,gen
a pig in a forest	Animals	Simple Detail		ret,same,same,gen,ret
a horse in a forest	Animals	Simple Detail		same,same,same,same
a squirrel in a forest	Animals	Simple Detail		same,gen,ret,ret,ret
a tiger in a forest	Animals	Simple Detail		gen,gen,gen,gen,gen
a hammer on a table	Artifacts	Simple Detail		same,gen,gen,ret,ret
a screwdriver on a table	Artifacts	Simple Detail		ret,gen,gen,ret,gen
a handsaw on a table	Artifacts	Simple Detail		ret,gen,gen,gen,same
a power drill on a table	Artifacts	Simple Detail		ret,gen,gen,ret,same
a bloody mary cocktail	Food & Beverage	Simple Detail		ret,ret,gen,ret,gen
an old-fashioned cocktail	Food & Beverage	Simple Detail		same,gen,gen,gen,same
a long-island ice tea cocktail	Food & Beverage	Simple Detail		same,ret,ret,ret,gen
a tree surrounded by flowers	Produce & Plants	Simple Detail		gen,same,ret,gen,ret
a street with several cars on it	Outdoor Scenes	Simple Detail		gen,ret,same,gen,gen
an avocado on a table	Produce & Plants	Simple Detail		ret,same,gen,ret,gen
a kitchen with a large refrigerator	Indoor Scenes	Simple Detail		gen,gen,gen,ret,same
weeds in the cracks of a sidewalk	Artifacts	Simple Detail		ret,ret,ret,ret,ret
a wood treehouse in an oak tree	Artifacts	Simple Detail		gen,gen,same,same,gen
a metal treehouse in an oak tree	Artifacts	Simple Detail		gen,ret,gen,gen,gen
a violin next to an apple	Artifacts	Simple Detail		ret,ret,ret,ret,ret
a room with two chairs and a painting	Indoor Scenes	Simple Detail		gen,gen,ret,gen,gen
a canal in Amsterdam	World Knowledge	Simple Detail		ret,gen,gen,gen,ret
red apples on a tree with green leaves	Produce & Plants	Simple Detail		gen,same,gen,gen,gen
a stop sign	Artifacts	Simple Detail		same,ret,ret,gen,ret
a yield sign	Artifacts	Simple Detail		gen,gen,ret,gen,same
a mountain with a cloud hanging over it	Outdoor Scenes	Simple Detail		gen,gen,ret,ret,gen
a bottle of red wine	Food & Beverage	Simple Detail		gen,gen,ret,ret,gen
wine bottles	Food & Beverage	Simple Detail		same,gen,same,same,ret
the cover of a book about gardening	Illustrations	Simple Detail		ret,gen,gen,gen,gen
a milk container on a table	Artifacts	Simple Detail		gen,gen,gen,gen,gen
a milk container in a refrigerator	Artifacts	Simple Detail		ret,ret,gen,ret,gen
a marine iguana crossing the street	Animals	Simple Detail		same,ret,ret,gen,ret
cash on a stone floor	Artifacts	Simple Detail		ret,ret,ret,gen,gen
a half-peeled banana	Produce & Plants	Simple Detail		gen,ret,gen,gen,same
a black baseball hat	Artifacts	Simple Detail		gen,ret,gen,gen,same
black hi-top sneakers	Artifacts	Simple Detail		gen,gen,ret,gen,ret
a roast turkey on the table	Food & Beverage	Simple Detail		gen,ret,gen,gen,gen
a plate with white rice topped by cooked vegetables	Food & Beverage	Simple Detail		gen,gen,gen,gen,gen
slices of avocado on a piece of toast	Food & Beverage	Simple Detail		gen,ret,gen,ret,gen
slices of mango on a piece of toast	Food & Beverage	Simple Detail		gen,ret,gen,same,ret
a bamboo ladder	Artifacts	Simple Detail		same,ret,ret,gen,ret
a cat jumps over a baby gate	Animals	Simple Detail		ret,gen,gen,gen,gen
an ostrich standing on a couch	Animals	Simple Detail		ret,same,gen,same,ret
a taxi driving in the countryside	Vehicles	Simple Detail		gen,gen,gen,same,gen
a two lane road with a bright yellow line 	Outdoor Scenes	Simple Detail		gen,same,gen,gen,gen
a road ruined by an earthquake	Outdoor Scenes	Simple Detail		gen,gen,gen,gen,ret
a volcano erupting near a small town	Outdoor Scenes	Simple Detail		ret,same,ret,gen,gen
a volcano with lava pouring down its slopes	Outdoor Scenes	Simple Detail		gen,same,ret,ret,gen
a horse running in a field	Animals	Simple Detail		same,gen,ret,gen,ret
a robot cooking	Artifacts	Simple Detail		ret,gen,ret,ret,ret
a robot cooking in the kitchen	Indoor Scenes	Simple Detail		gen,ret,gen,gen,gen
a compass next to a piece of fruit	Artifacts	Simple Detail		gen,gen,gen,ret,gen
the silhouette of an elephant	Animals	Simple Detail		ret,ret,ret,ret,ret
a tree growing through a fence	Produce & Plants	Simple Detail		ret,ret,ret,same,ret
a butterfly kite stuck high in a tree	Produce & Plants	Simple Detail		ret,gen,ret,gen,gen
a unicorn with a multicolored mane	Animals	Simple Detail		ret,gen,same,gen,ret
a crown with a ruby in its center	Artifacts	Simple Detail		same,ret,gen,ret,same
an ornate jewel-encrusted key	Artifacts	Simple Detail		gen,ret,gen,gen,ret
a goat wearing headphones	Animals	Simple Detail		same,same,gen,gen,ret
a small tree covered in white blossoms	Produce & Plants	Simple Detail		gen,gen,ret,gen,gen
an antique chest	Artifacts	Simple Detail		gen,gen,gen,ret,gen
a coffee table with a magazine on it	Indoor Scenes	Simple Detail		gen,gen,same,ret,same
a yellow wall with two framed sketches	Indoor Scenes	Simple Detail		ret,same,ret,ret,gen
